userName,score,content
Oppo F9 pro,5,Aplikasi nya sangat bagus dan sesuai dengan kebutuhan yang diperlukan
Anangparade26 Hariadi,5,"Top banget, membantu sy dlm mencari kebutuhan trims"
Almuin Soleh,2,Kenapa jualan saya tidak ada di pencarian? Malah ada di kolom barang tidak di jual. Tolonglah bikin aplikasi yang mudah untuk kami jualan jangan persulit kayak gini.
Arief Adnan,5,"Semakin kesini semakin mantap nih aplikasi Bisa jadi andalan dalam berbelanja segala kebutuhan. Mantap, terus perbaiki diri dan selalu berikan yang terbaik untuk masyarakat dan bangsa Indonesia🇮🇩"
Agil DeNature,1,"Toko saya di blokir, tanpa alasan yg jelas. Tidak ada peringatan apapun. Padahal toko sama sekali saya ngga apa apakan. Saya yakin saya sekali saya tidak melanggar apapun. Riwayat nya mmg ada pesanan yg tidak Sayan kirim, itu karena ada pesanan dobel atas nama yg sama. Jadi saya cuma kirim satu, kan tidak mungkin saya kirim keduanya. Nah BL blokir toko saya dgn alasan tersebut. Yang menurut saya itu masih kategori nya dapat peringatan. Belum pada pemblokiran. Dan saya sangat kecewa."
Ipan St,1,Buka ekspress prosesna lama banget apalagi kalo dapetnya jne
ibra Viskara,4,Kenapa susah banget aktivin paylater? Saya ini kn bukan pengguna baru. Saya ini udah lama pakai bukalapak transaksi di bukalapak beli ini beli itu. Kenapa serba di persulit semua nya coba jelaskan sama saya
Cell Abenk,5,Transaksinya cepat dan sangat baik
Bhinneka tunggal Ika,5,Paylater saya belum bisa aktif. Saya sudah lumayan banyak belanja di bukalapak.tolong di cek lagi
Ahmad Ijma,5,"Pilihan Barang nya masih terlalu sedikit kalo di Banding kan lapak sebelah, Sedikit saran saja Perbarui Tampilan UI nya biar tambah menarik 🙏"
King Part,5,"Aplikasi jual beli yang populer dan sangat membantu,mudah,dan menguntungkan"
Lukmanul Hakim,5,"Belanja di BukaLapak produk sesuai pesanan,pengiriman cepat.."
Junaedi Bancin,1,"Bukalapal pelit sekali ngasih bonus kepada pelanggan lama yang setia, bertahun tahun sudah saya menggunakan aplikasi ini untuk belanja tapi tidak pernah dapat casback sekalipun. Dan sudah lama saya mengikuti serbu seru setiap hari tapi tidak pernah sekalipun di kasih menang sekalipun. Saatnya meninggalkan dan menghapus aplikasi ini dari hp saya. Dan beralih ketoko online sebelah"
Bara risqi,5,"proses mudah dan praktis,sangat membantu bnget"
Cai Ciu,1,"Bayar e-samsat gangguan sistem melulu,kalau belum siap dgn pembayaran semua layanan mending tutup aja BL....ancur sistemnya.Malah keluarnya punya orang lain.sistem jelek banget.....ancur maning,ga akan maju mundur iya.Kalau sistem belum siap mending ga usah ada pembayaran macem² bikin keki aja.Tes aja suruh bag.TI udah bener belum sistemnya jgn konsumen yg disuruh....bikin repot."
Anak Langit CPC,1,"Buka Bantuan Lemot 3x24jam, Iklan besar besaran ,, karyawan lemot, BANTUAN NYA GAK RESPON GILA AJA LELET BANGET GAK ADA KARYAWANNYA YA,😠kesel Sya beli pake sameday tpi toko proses lama pesan hari jumat pagi , hari minggu tidak dikirim, mau cancel gak bisa, nunggu sampe 1minggu, lama banget coba buka lapak kasih toko waktu 2hari saja untuk pengiriman instant atau sameday, rugi waktu untuk pembeli,mau cancel jg gak bisa, si toko sengaja perlambat,,,, gak kaya shopee sama tokopedia.. Tegas ..."
Putra Tanjung,5,Sangat mmbantu dalam berjualan online.Serba praktis gampang Ga ribet.Sukses selalu Bukalapak
Bunda Amel,5,Belanja di bukalapak sekarang makin asyik. Karena banyak bonusnya....
Teguh Cahyanto,5,Mantap dan respon nya cepat. Good luck buka lapak.
Jeje Jeje,5,Saya kasih bintang 5 karna respon sangat bagus barang berkualitas bagus
Muhammad Muhadi,2,Saya mau bayar tagihan play later kenapa ga bisa ya? Sudah telp CS sampai 3 kali belum ada titik terang.sedang denda berjalan dan telp teru.mohon segera berikan kemudahan untuk bayara tagihan.
Hartono Prabowo,1,Saya sudah 5 tahun berjualan di Bukalapak. Lapak saya dibekukan gara2 memiliki akun duplikat. Mohon maaf sekali saya sangat sangat kecewa..
Nira Elfira,3,Sering terganggu dengan munculnya pop up saat awal membuka aplikasi dan itupun sering ga sengaja kepencet. Tapi utuk lainnya bagus sih. Cuma itu aja yang kadang bikin kesel. Apalagi yang hp nya masih kentang.
Kang Gandi,5,Isi pulsa cepat dan harga bersaing.
sofwan haeruman,5,"So far nyaman belanja pakai aplikasi. Apalagi pembayaran terintegrasi dengan dana, membuat belanja lebih mudah."
J Vivo,4,Kk tolong animasi zona hadiah dihilangkan. Saya merasa tidak nyaman dengan animasi yang berlebihan yang tidak bisa dicancel
KikyoChan,5,Paling suka kalau belanja bisa bayar pake dana
Rohiman R0him,5,Sangat Membantu Untuk Metode Pembayaran Kredit🙏🙏🙏
Haidir Ahyar,2,"Kenapa sekarang kok Bukalapak jadi sulit masuk yah, saya sudah lama dibuka lapak, sekarang selalu minta upgrade sya ikuti namun tidak bisa upgrade, saya coba uninstall dulu download lagi juga tidak bisa2.. kok jadi begini Bukalapak"
Rosyid Ridho,5,"Cukup membantu dan memudahkan saya untuk membeli barang, dan semoga semakin banyak vocher juga"
Febry cellular Service handphone,5,"Jos tpi apa beda,y cash SM cod setiap q blanja cod CPT sampi,y tpi setiap blanja cash lama bnget good"
Pengguna Google,1,Gk berguna percumah jualan di bukalapak klo gk bisa bedain mna yg salah dan benar jelas2 si pembeli yg mau nipu mengajukan pengembalian barang langsung di trima sdangkan sya ngash bukti gk di tanggapi gk bermutu lama2 tutup toko gw mnding jual di shope smoga bangkrut
Papa Emeush,5,Belanja cepat dan mudah.. apalagi untuk payLater nya agar cepat bisa di gunakan pengguna baru. Sukses BukaLapak😉
PEJUANG RECEH,1,"Tidak jelas,, akun saya masuk tidak bisa masuk,setelah pakai daftar akun,katanya akun saya sudah terdaftar,, rumit amat hidup loe"
agus setiawan,5,"Belanja murah, cepat dan aman"
Tania Dika,2,"Menurut saya ongkos kirim yg di tetap kan oleh aplikasi buka lapak terlalu mahal,ngeri liat ongkirnya,dari beberapa toko onlain ini yg paling mahal."
Budirman Spindo,5,Aplikasinya bagus dan memudahkan customer
Muhammad Isman arrustan,5,"Beli pulsa, token lebih murah banyak vouchernya, mantul bang. Setia deh sama bukalapak"
Adhe Delfaldi,1,"Setiap Belanja Pengiriman nya Selalu lama, Minta tolong di Perbaiki Soal Estimasi Pengirimannya"
Zubir Khahar,5,"Sangat puas dg app ini, bs untuk smua kperluan berbasis OL, dan bs paylater"
Sabela Putri,3,Foto untuk ulasan kurang tajam jadi gambarnya blur. Gratis ongkirnya kurang banyak. Tp kasihan juga ya kurir nya
Bintan Khoiroti,1,"loh ini gimana sih, saya belum pernah daftar Bukalapak kenapa nomor hp saya sudah terdaftar?"
Ufairah Azka,5,maaantaaaap bukalapak. aplikasi yang penuh dengan bonus dan kejutan. berbelanja juga nyaman. dan bnyak promo nya
prabu bhatara,1,Udah di nonaktifin super sellernya masih ae auto aktif hdeh
Arrahma Rossa,5,Alhamdulilah selama ini masih aman dan lancar
Adhi Karsono,5,"sangat berguna, good apl broo sist, betulkan loading sering bermasalah. btw good aplikasi."
Zanjabila Jabila,5,"Belanja mudah dari rumah aja Di BUKALAPAK Cari apa aja ada di bukalapak tinggal klik... Belanja di bukalapak serasa punya supermarket pribadi ,tapi sayang baru di update kemaren harus update lagi ,tapi gk papa tetep nyaman"
Nina Alkaff,5,"Bagus apalagi buat yg dapet prakerja ,mudah laahh pokoknya metode pembayaran pakai bukalapak .Top Makasih bukapalak ,prakerja dan luar sekolah."
Krisniarsih,5,"Sangat membantu, cepet prosesnya dalam pembelian, pertahankan"
Akmal Maulana R,5,"Sangat mudah di gunakan,, semoga tambah sukses bukalapak"
Riyan Yanto,5,"Bagus, mudah dan cepat sampai."
Ryan Erwansyah,4,"Abis di update jadi bs pilih pengiriman antar ke counter/dijemput kurir, mantap, tp jadi ga bs upload gambar di menu chat .."
Aryana Channel,3,dear bukalapak kiranya ada menu chat dengan jasa pengiriman yg sering tidak tepat waktu
RUDY WIBIANTO,5,"Cepat dan murah, bnyk pilihan"
Santri Mbeling,1,"Fitur pembayaran link aja tidak berfungsi, kapan diperbaiki. Jadi males transaksi"
Ridwan Safi'i,1,Saya kecewa dengan aplikasi bukalapak masih banyak penipu berkeliaran di aplikasi ini Males saya hapus aja Jawaban bukan bikin solusi malah terlalu ribet 👎👎👎👎👎👎👎👎👎👎
Nurul Yakin,5,"Mantap lah buat buka lapak semngat terus, bukalapak emang terbaik mantap lah"
Fap Ho,5,Bagus belanja di Bukalapak banyak keuntungan!! Customer servicepun ramah cepat tanggap!! Walau kadang ngeselin suka error bayar pakai dana. Hahaha. Apa dana nya yang error ya hmmm
Wawan Aryanto,5,Belanja di bukalapak sangat menyenangkan jangan ragu belanja di sini ayo dowload Bukalapak belanja online yang sangat menyenangkan barang di jamin memuaskan terima kasih bukalapak
Badruz Zaman Bobsaid,5,"aplikasi yg membantu pengusaha kecil atau pedagang kecil, Tapi sayangnya BL up biaya kirim dan potongan adm nya tapi tidak di barengi dg promosi yg memadai, barang yg di jual di sini kurang bisa terjual agar ada profit Akhir nya sepi pembeli"
Eko Santoso,4,"Sekarang sudah bisa dipakai transaksi dengan dana digabung saldo kredit, terimakasih Bukalapak semoga tidak sering² gangguan..."
Christian Alvaro,5,"Nah begitu dong. Terimakasih bukalapak, telah mendengar keluhan saya dan menyelesaikannya secara langsung. Pokoknya the best lah."
BgGawir,1,"Gaseru udh gk ada gratis ongkir, potongan harga barang 12rb tapi ongkir 12rb sama2 aja bohong"
firdiana chandra,1,Jangan berharap serbu seru akan menang dan roda putar akan mendapatkan yang berharga itu semuanya tidak akan terjadi. Semua sudah di atur oleh system kalian para pengguna tidak akan menang.
ATANG SURYANA 01,5,Aplikasi yg sangat membantu...mohon ditingkatkan terus. Mantap
yosafat kristofer,5,"Sangat membantu, karena lbh mudah utk membayar online 👍👍👍"
Nyayu Anita veronika,3,"Kenapa pin paylater saya gak bisa di gunakan salah terus padahal itulah pin paylaternya sudah ganti pin paylater menjawab pertanyaan nya salah terus jawabannya jadi apa donk yg benar , jgn di persulit ya team"
Julian,1,"Spam notifikasi 😭 jadi Android itu ada kategori notifikasi. Nah kenapa promosi masuk ke kategori ""Priority"". Kalo aku nonaktifkan ya semua notif penting hilang, padahal promosi itu gak penting buat konsumen. App developer harus lebih bijaksana lagi!"
Awal udin,5,Saya penguna baru.coba ambil barang.dan proses nya cepat.dan aman.sesuai.pesanan.saya kasi bintang 5karnah saya merasa cocok dengan aplikasi nya
Seti Yono,5,Pengirimannya sangat mengecewakan..sudah hampir seminggu barang belum datang.
Jefry95,1,pemuatan barang yang kita cari kadang2 sangat lama sekali apa servernya down ya??tolong donk di perbaiki lagi dah update 3kali ni terima kasih
Piyan Gefenk,5,"Mudah2an setelah pembayaran tagihan,,limit nya jadi naik"
19 Bonank,5,"Terbaik dari aplikasi yg lainnya...Alhamdulillah penghasilan bertambah ..yg saya suka dari aplikasi ini ada fitur untung pencatatanya baik keuntungan , catat hutang dan lain sebagainya, bonank26 #WarungNaikKelas"
Monggo Mampir,1,Hallo saya melakukan pembelian emas sebesar 1.790.000 rb lalu memakain voucher serbuemas dapat potongan sebesar 71.600 dan yang harus saya bayar sebesar 1.789.917 dan yang masuk ke akun emas saya sebesar 1.714.400.. yang saya tanyakan 71.600 itu kemana uangnya..ada notif katanya sisa pembelian bukaemas telah dikembalikan ke bukadompet..nyatanya sampai skrng tidak ada yang masuk ..gimana solusinya
Bima Adeputra,5,"Alhamdulillah sementara ini order barang selalu Ok, mudah-mudahan seperti itu selanjutnya."
Irwan Norwandi,5,Mantab aplikasinya sangat membantu untuk segelas produk ada di buka lapak
Joko Warsito,5,"Tolong tingkatkan lagi system nya, biar pelanggan makin senang Terimakasih"
Budi Gunawan,5,Mantap bukalapak banyak free ongkirnya...semakin gampang mudah belanja di bukalapak...👍👍👍
Dayu Aroma lestari,5,Apliksi bl sangt berfungsi dengan baik dan sangt membantu di era belanja online saat ini.
Hasan Tea,5,Bukalapak memang oke..lebih mudah transaksi.sukses selalu..
Neni Rosita,5,"terima kasih bukalapak sudah menjadi flatporn digital prakerja, pokoknya bukalapak is the best"
AHMAD LUTFI YANTO,1,Tiba-tiba akun dibekukan gara-gara jual produk digital.. Mengapa ada difitur produk digital kalo akhirnya di bekukan
Qwal ID,1,"Saya kasi bintang 1, Krn tiket gratis ongkir 100rb untuk pengguna baru ku hilang dia2 gara² pembatalan pasanan, saya kira voucher nya bakal balik, ternyata hangus, keceda lah"
johan silalahi,5,Cukup baik untuk transaksi pembelian online.. terimakasih bukalapak
Rudi ahmad yani,1,"Aplikasi garong saldo berkurang padahal belum update kok bisa ada transaksi, saldo aku hilang 243.779 sistematis amat neh aplikasi maling duit saya. Komplain kita lama banget direspon. Buat Bukalapak ngak usah sok2an kritik gue jadi memacu biar kalian lebih berusaha melakukan perkembangan. Cukup balikin duit saya dan saya akan hapus aplikasi garong ini"
Maichael Topan,1,Sampe skrg akun Bukalapak gak ada kejelasan (gak bisa masuk akun) udh jln 3bln...bayr cicilan paybukalapak ini gimana..!!! Nyusahin aja nih aplikasi
Fi Putra,5,"Membantu mencari barang,item komplit"
Made Sukareni,5,"Pelatihannya menyenangkan dan materinya juga mudah saya pahami, terimakasih bukalapak"
Subhan,5,"Sudah bagus , cuma sayang fitur pembayaran tidak ada melalui ""GOPAY"""
yodashie,1,"Aplikasi penampung para fake account,, kembalikan dana saya😠..para pelapak daftar ga sih ke bukalapak segampang itu mereka nipu,atau bisa masuk dan jadi pelapak seenak jidat,,KNTL"
Mahful 4,1,Masa barang ku gak dikirim lebih dari 5 hari..terus gak ada kelanjutan dari pihak bukalapak sendri...pelapak nya di beri peringatan atau...terus katanya kalau lebih dari hari yg di tentukan uang di kembalikan di saldo atau dana...mana buktinya ....anj*****#
Nayik Frenzy,5,Belanja online lebih mudah dan terpercaya
Ari Purnomo,5,"Sangat mudah untuk digunakan, cukup informatif, semoga makin baik kedepannya 👍👍👍"
rosainka apriliyanti,5,Pelatihannyaa yang sangatt baguss dan cepatt:))
Reyzza Dalwa,5,"Terima kasih buka lapak, sudah memberikan pasilitas Paylater untuk Akun saya. Memudahkan saya untuk bertransaksi..."
Bby Ying,5,"Udah lama gk pake bukalapak sekarang make lg tambah bagus, mantap lah."
Rafly Arfianto,5,"Mantap Tingkatkan Lagi Untuk Limit Paylaternya, Saya Ingin mengembangkan Usaha saya Jualan Di Bukalapak tapi belum tau Caranya"
syarif udin,2,Kpd apk bukalapak..sy tdk jadi pengajian cicilan kredit hp Krn pngajuan ditolak.. jd sy batalkan pengajuan.. data2 sy yg sdh msuk mhn di amankan/dihapus.. Sy atas nama Syarifudin HR ini jg jam 18:11 akan menguninstal apk bukalapak ini.. mhn data sy jgn slh gunakan.. tks
Abdi Nugroho,5,"Kecewa bngt sama bukalapak.. Saldo playleter masih ada tetapi setiap transaksi memakai playleter selalu dibatalkan oleh pihak bukalapak, percuma mengaktifkan playleter tetapi tdk bisa digunakan."
Eka Surya Kusumah,5,Minta tolong kepada Bukalapak agar ada menu download invoice. Jangan cuma untuk pembayaran tagihan saja tapi untuk semua transaksi. Soalnya aplikasi sebelah sudah pakai. Ditunggu di updetan berikutnya
Ach Fauzi,5,Aplikasi yang sangat membantu dan memudahkan masyarakat untuk belanja online ataupun beli voucer kartu prakerja
Mas Tejo,5,Tolong Kredit Pintar Dihapus Dari Bagian Buka Lapak Karena Tidak Membantu Sama Sekali Dan Bikin Malu BukaLapak Hanya Buat Pajangan Saja.Tapi Selain Itu Bagus.
Remon Bule,5,Ah mantap bangt aplikasi ini selain bikin untung hemat juga ng bikin kering saku deh buat kalian wajib pake 🥰😍😘👍👍👍 ITS the best
ARIK Bojonegoro,5,"Aplikasi bagus, cocok untuk beli barang online"
Cheries Michael,1,"Byk kendala di Apl ini, masalah penjual yg tdk kirim2 barang. Tombol klik pembatalan sengaja tdk di pasang trus gmn Bisnis kmu bisa maju kalo pelangan kamu buat kecewa."
teknisi hijrah,5,Klo bisa penjual yg lama ngirim barang tanpa keterangan apapun di delete aja.. Saya sudah nunggu lama.. Di detail keterangan gagal pickup terus
Wawan Sadiawan,5,Terimakasih Bukalapak yang sudah sangat membantu dalam usaha saya semoga sukses dan jaya selalu aamiin👍👍
Giofani Arbani,1,"Download juga susah amat, tertunda mulu, ngecek download aplikasi lain lancar, pas bukalapak tertunda mulu"
Sholikhah Umi,5,"trimakasih saya dari prakerja telah melakukan pelatihan ini.Pelatihanny sangat menarik sangat membantu saya sebagai ibu rumah tangga untuk bisa mengembangkan usaha saya dirumah dengan pelatihan tersebut,trimakasih prakerja"
Andre Todintech,5,"Tingkatkan terus, dan kasih bonus kejutan buat pelnggan BL yang aktif transaksi jual beli."
Rangga Andika Nugraha,1,"saya sudah komplen masalah mengganti nomor hp saya, dikarenakan nomor sudah tidak aktif. responnya tidak ada sama sekali. memang seperti itu kah pelayanan customer bukalapak? tidak seperti aplikasi pembelian online yang lain yang cepat responnya. pantas saja rating nya banyak sekali bintang 1 kalo memang seperti ini pelayannya. kok saya dsuruh mengisi lagi form, form complain saya aja tidak dibalas. malah dikasih link untuk isi form lagi. kan sudah saya kasih tahukan, saya sudah isi formnya"
rahesa dewa,5,"sangat bisa di percaya,terima kasih bukalapak,barang yg kita inginkan ,semua tersedia di buka lapak yahuuuutt ,terima kasih.by rahesa dewa,ga ribet cari toko adanya,di mana,,semua gampang ada di buka lapak,,!ga tertarik toko sebelah love buka lapak,selalu memenuhi kebutuhan apa pun yang kita inginkan👍👍👍👍👍"
Sunny Xuffan,5,saya 3 hari lalu ikut nabung diskon ... tapi d hari ke 3 nya saya lupa top up .. akhirnya dana d kembalikan ... pertanyaan saya apakah tidak bisa menabung lagi dgn produk yg sama ?????
Adi Sanboy,1,Kenapa susah banget cuma mau putuskan akun dana... Padahal nmr udah gak aktif. Udah berkali kali kontakbcus servise Bukalapak tapi no respon.
bayu adi putra,5,"mantappp,tadinya saya sempet ga suka... tarnyata aplikasi ini sangat memuaskan,dan kagak bakal kecewa... ayo buruan download pasti puas mantappppppp........................."
Tengkusyupri Tengku,5,"Aplikasi terlengkap, semua ada hayu teman2,, kalo gak percaya cobain aj dlu"
Yayuk Yuliatin,5,Harga terjangkau dan pengiriman cepat
Tukang Solder,5,Cukup bagus buat belanja online
ELFA FITRI,5,Yg sy coba pembelian pelatihan prakerja sgt mudah dan prosesnya sgtttttt cepat 👍puasssss
sujito jko,5,Sangat membantu. Menu komplit
KM QT,5,Bagus sih tapi paling bangke kalo masalah voucher.... Kalo kuota udah abis ya gak usah ditampilin
PE Channel,5,"Layanan aplikasi jual beli online yang bagus dan terpercaya hanya BUKALAPAK pokoknya,,, Tp knp ya skrg kok bnyk memberi harapan palsu, yg katanya no ongkir tp msh aja pake ongkir, mahal pula??! Promo2 yg kurang jelas juga kadang barang tdk sesuai dgn yg diminta?!"
Al Farisi,1,Aplikasi kgk jelas...masak paylater saya masih Rp.450.500 tdk bisa di pakai untuk transaksi..kan aneh
Heri Gans YT,5,"Recommended aplikasi bagus,mudah dan dapat fasilitas paylater,pilihan barang banyak dan memuaskan.pilihan kurir ada yg cepat.terima kasih 🙏"
Denny Boys,2,"jadi lemot, atau keluar2 sendiri"
Priyo prastikko,1,"Kenapa sering telat notifikasi penjualan aktifnya,status barang udah laku tapi tidak bisa di proses penjualannya. Jadi telat waktu kirim barangnya"
peong doang,5,"Utk yg terbaru,,Knp tidak ada histori pengiriman dan nomer resi..."
Nelly Malau,5,Pelayanannya sangat bagus dan ramah
Mistiyono Dor23,5,"bintang 5 untuk aplikasi,seller developer,dan pendirinya juga ikut dapat mantap!!! Metode pembayaran sekarang tamabah banyak"
g a gunawan,2,"Jelek. Ga bisa putar video barang etalase. Hai.. Coba liat saya main BL dari kapan dan sudah berapa banyak transaksi saya. Seperti nya mulai berfikir untuk pindah toko 🧐 ((Akun BL saya ga cuma satu ya,, dan semua nya AKTIF))"
Kristian Carolus,1,Aplikasi uda kacau udah mulai ngeleg pengirim cod sangat sangat lambat Mau ambil pengiriman expres 1 hari udah gak ada aplikasi makin kacau pokonya
Ayi Mardi,5,"Belanja keperluan jd mudah, barang"" yg dibutuhkan sll ready komplit."
Imas Permasih,3,"Kenapa Bukalapak pylater nya tidak bisa digunakan ya, dibatalkan terus baru aja dapet limit tapi malah gak bisa digunakan"
juan labeneamatta,4,"beli pelatihan lewat aplikasi ini sangat mudah mudah""an proses pengeluaran sertivikatnya cepett good bukalapakk"
Mur Tado,5,belanja mudah banyak bonus nya
Varid Holenk,3,Kanapa postingan jualan saya hilang/ tidak muncul di beranda? Komplain di cs juga ga di respon. Makin kesini kok makin ga jelas.
Baguez Alattas,1,Aplikasi lemot. Mau belanja aja lama nungguin tampilannya keluar. Mana gak ada gratis ongkir lagi.. bagusan si orange....
Nova Harefa,5,"Sangat bagus,seller nya ramah dan cepat merespon..saya suka banget🙏🙏😊😊"
Abdul Aziz,2,"Tolong dong aplikasi BL jgn terlalu sering minta dg paksa pemakainya utk update aplikasi, bikin hp lemot, kinerja/loading lambat..gak di update aplikasi gak bisa dibuka,"
Atikah Atikah,5,"Luar biasa, transakasi sangat mudah, sangat membantu"
mimom Duduty,5,Selalu memuaskan belanja dibukalapak semoga terus berlanjut dan q juga diberi kemudahan oleh Bukalapak.....limit naiklah lancar jaya ini pembayaran wkwkwk
saef dompleng,5,Saya kasih bintang lima karena aplikasi ini sangat bagus ayu yg belum download aplikasi buka lapak segera download karena banyak promo nya
Abdu AA,1,Makin lama makin lemot aja aplikasinya kelamaan loading bikin males pakenya mash enakan si ijo dipakenya
ACEH 1986,1,"Aplikasi bukalapak jelek, membekukan bukadompet secara sepihak, teman - teman sebaiknya jangan instal aplikasi busuk ini"
Nirwanto Soterios,5,"Banyak diskon,barang komplitdan makin keren.."
Yopie Tea,5,semakin bagus & banyakin discon'nya dong untuk pelanggan
AGUS TINA SUSANTO,5,tolong sertifikatnya cepat di keluarin yaa
Aruna Sachi,5,"terima kasih,proses mudah&cepat"
Wahyu Udi,5,Proses nya mudah harga lebih murah dan pengiriman cepat
Jimmorry Nagawan,5,♏Əηтǝβ 👍 maju terus dan tinggkatkan lg apliksi nya dan layanan di permudah §£♏oğå lapak nya tambah maju semua nya.
Tresna Putri,5,Trimakasih sangat membantu dan mempermudah
Nyo Hoka Adi Plex,5,Tingkatkan kualitas barang dan sistemnya
Ady V11pro,5,Aplikasi sangat membantu dan mudah dlm proses
Rahmat Ramadhan,5,Terima kasih Bukalapak sangat membantu dan mempermudah saya dalam pembelian materi prakerja
Alfi,1,"Saya merasa kecewa dengan pihak Bukalapak, karena produk saya terlalu di tahan oleh pihak nya, padahal masih belum laku langsung di tahan aja jadi produk yang baru tidak bisa set dijual lagi"
Guma Wiguna,5,Mantap lah.... Semoga semakin lancar dan meningkatkan ekonomi perorangan atau pun dalam masyarakat umum...
Zain Udin,5,Sangat bagus. Sangat mudah dipahami. Pembayaran aman
CabLe Gaming,5,Aplikasi Bagus Buat beli pelatihan di skil akademi . Semoga sertifikat saya cepat keluar di dashboard prakerja.
Wahyu Yudi,5,"Asiik belanja disini,apa lg ada play later makin mantap ajah"
Rose Raffa,5,Bagus ..membantu sangat untuk pembayaran ga perlu antri lagi langsung klik aja sudah selesai .terimakasih Bukalapak
Ratna Widaningsih,5,"Pembelian di bukalapak untuk prakerja mudah cepat dan pokoknya rekomendasi,sukses terus buka lapak"
Fuad Faturrahman,1,"Proses live chat lama, ribet, tidak membantu. Lemot banget suka error tidak nyaman digunakan 🙏"
Supri Legok,5,"terima kasih buka lapak,telah membantu menyediakan materi prakerja.. 🙏🙏🙏"
Dida Rasyid,5,Aplikasi belanja online yg lengkap serta pembayaran digital yg ok punya
chaidir,5,"setelah ada play later belanja lebih mudah,,dan untuk biaya admin bulanannya jgn 20 rb dong Min tp 10 rb aj."
nurhasima sima,5,"Haloo, salam bukalapak, aplikasinya bagus, mendukung untuk semua transaksi online, sangat mempermudah saya belanja online, makasih Bukalapak"
Andi,1,"Tidak bisa cairkan bukadompet ke rekening, sistem pin kacau. Sebelum ada pin semua lancar."
dewi puspitasari,1,Sudah sekian lama baru menggunakan pembelanjaan di bukalapak eh malah sangat kecewa sekali beli barang kurir same day 5 hari barang belum sampai dr pihak pelapak dan bukalapak sm2 saling menyalahkan dan saya sudah ke toko pelapak dan emang kesalahan dari aplikasi bukalapak sangat bermasalah dan tidak ada tanggapan uang saya di refund juga tidak ada kejelesan de bukalapak sudah isi form chat tidak ada SOLUSINYA HEI BUKALAPAK😔
Sandy Chuday,5,Aplikasi toko digital pertama yg kupakai dan masih sampe sekarang 😊
Putri Ayu Romadhona,5,Sangat baik dan cepat dalam pembelian prakerja
Sepanjang Railspotter,5,"Apk. Bagus buatan Anak Negeri, tambah dong tenggat pembayarannya dari 10J menjadi 24J"
yulianaa Bareti,5,"terimak kasih bukalapak, sangat membantu dalam berbelanja, membeli pelatihan prakerja juga sangat mudah."
Herwoto Al. Wowo,5,Produk sangat banyak dan harganya terjangkau 👍👍
Dedi Hermanto,5,"Barang yang dibeli sesuai dengan gambar ,terima kasih."
Kang Asep,2,Update terbaru aplikasi ngebug..masukin pin buat narik saldo toko gk bisa. Padahal sudah benar. Sudah reset pin masih sama azza. Tolong diperbaiki.. secepatnya..👍
Alansyah Pratama,5,Aplikasi terbaik pokonya dapat membantu saya dalam menyelesaikan pelatihan
Busman Ujang,5,Sangat terbantu dg adanya bukalapak tolong jaga kalau ada toko yg nakal yg tidak sesuai foto sama yg di kikirm tks
Safitri Rena,5,Buka lapak emang bagus...tapi sayang playlaternya saya gak dikasih...jadi mau blanja2 pas blom gajian...jadi terhambat...
Klinsman Kaiya,5,"Baik..sangat membantu dalam mencari kebutuhan,,"
BigBozz Maulana,4,Kenapa Pembayaran tdk terverifikasi? Padahal saldo ada ? Gagalmulu pas main. Serbaseru sinyal jg lancar
Deni Kurniawan,1,"Inilah jawaban untuk semua kendala yang di hadapi member ""Terkait kendala kakak, yuk infokan detail kendala kakak melalui form berikut: http//bl.id/appreview agar kami cek lebih lanjut ya"". Saya rasa layanan di bukalapak sangatlah buruk, terutama customer service nya. Semua pertanyaan jawaban nya sama. Percuma juga jika ada kendala ujung ujungnya sama jawabannya. Bukannya memberi solusi dan pemperbaiki malah bikin ribet member. Yang saya rasakan makin kesini aplikasi ini makin buruk.👎👎👎👎👎"
Wita Ratnasari,5,Aplikasinya sangat keren dam membantu dlm hal pembelian mau pun buka lapak
Eka Pralam,5,Suka sekali dengan apk ini. Tampilan mudah dimengerti
Udin Wahyudin,5,Apk bagus tapi tolong dong saldo paylaterny di tingkatkan soalnya sangat membantu sekali
Tena Tua,5,Mitra pelatihan ini yang baik dan mudah saya beli untuk program prakerja
oming Kosasih,5,"transalsinya lebih mudah dan aman.ok banget.saya merekomndasikan buat teman,,gunakan app Bukalapak pasti puas."
Diah Rodiah,4,"Terimakasih bukalapak saya bisa mengerjakan prakerja dengan baik lewat aplikasi ini ,mudah banget ..semoga kedepannya lebih baik lagii"
Yayan Yulianto,5,Toko online terpercaya dan rekomendasi dg berbagai produk lengkap
Fiky Elektro,5,Bukalapak terima kasih sudah menjadi sahabat belanja online yg semakin bagus..semoga pertahankan terus tingkat keamanannya...
miing sarkanik,5,"Bukalapak is the best poko na mah Beli seperpart tv/pc/motor juga banyak, Enak nya juga kalau retur/barang tidak sesuai gampang ga ribet, Asal ada vidio unboxing nya,"
hendrit yuliangga,5,Cukup baik. Pintar pintar pilih pelapak
Sarmo Sip,5,"Mantab, klo ini sih e-comerce paling keren, belanja online dr bukalapak aja sob, super hemat... Joss 👌🤗"
